Column1,Date, Close _Price,Trading_Volume, Open_Price, High _Price, Low_Price 
89,2023-09-12,1935.10,155034,1945.60,1947.50,1929.90
90,2023-09-11,1947.20,128750,1943.30,1947.60,1944.60
91,2023-09-08,1942.70,136235,1943.80,1954.00,1940.80
92,2023-09-07,1942.50,114097,1942.20,1947.90,1940.30
93,2023-09-06,1944.20,145271,1951.50,1954.50,1940.00
94,2023-09-05,1952.60,187935,1966.70,1972.60,1950.60
95,2023-09-01,1967.10,158269,1966.40,1980.20,1960.70
96,2023-08-31,1965.90,125945,1970.20,1974.90,1965.50
97,2023-08-30,1973.00,138398,1966.00,1977.10,1962.80
98,2023-08-29,1965.10,169333,1948.10,1966.50,1941.70
99,2023-08-28,1946.80,113565,1944.00,1954.20,1940.10
100,2023-08-25,1939.90,163733,1944.90,1950.40,1931.00
101,2023-08-24,1947.10,133727,1944.90,1951.30,1939.20
102,2023-08-23,1948.10,162315,1926.80,1949.70,1926.20
103,2023-08-22,1926.00,126226,1924.00,1933.20,1917.50
104,2023-08-21,1923.00,135415,1918.40,1927.90,1913.60
105,2023-08-18,1916.50,110337,1919.20,1926.00,1915.90
106,2023-08-17,1915.20,146770,1922.40,1933.50,1914.20
107,2023-08-16,1928.30,124766,1933.10,1938.20,1922.00
108,2023-08-15,1935.20,161512,1939.40,1944.30,1927.50
109,2023-08-14,1944.00,117514,1945.60,1948.20,1934.20
110,2023-08-11,1946.60,119090,1944.90,1953.60,1942.70
111,2023-08-10,1948.90,163805,1947.70,1963.50,1944.40
112,2023-08-09,1950.60,130739,1959.30,1966.10,1947.20
113,2023-08-08,1959.90,138581,1971.50,1972.80,1956.50
114,2023-08-07,1970.00,101170,1977.60,1981.70,1966.10
115,2023-08-04,1939.60,290,1934.90,1945.00,1920.00
116,2023-08-03,1932.00,773,1934.20,1936.50,1928.00
117,2023-08-02,1937.40,652,1948.40,1953.60,1933.20
118,2023-08-01,1940.70,688,1964.90,1965.40,1940.80
119,2023-07-31,1970.50,1025,1959.20,1971.60,1950.00
120,2023-07-28,1960.40,22705,1945.50,1962.20,1944.20
121,2023-07-27,1945.70,192370,1973.30,1982.60,1941.70
122,2023-07-26,1970.10,204484,1966.30,1979.90,1963.20
123,2023-07-25,1963.70,182563,1957.00,1967.10,1951.60
124,2023-07-24,1962.20,193572,1963.60,1969.80,1955.30
125,2023-07-21,1966.60,152540,1972.10,1975.90,1958.80
126,2023-07-20,1970.90,186560,1980.00,1989.80,1967.70
127,2023-07-19,1980.40,155975,1982.50,1984.60,1973.30
128,2023-07-18,1980.80,256970,1958.30,1988.30,1958.10
129,2023-07-17,1956.40,161963,1958.60,1963.60,1949.00
130,2023-07-14,1964.40,191150,1965.20,1967.80,1954.70
131,2023-07-13,1963.80,219133,1962.70,1968.50,1956.60
132,2023-07-12,1961.70,250982,1938.00,1965.10,1937.50
133,2023-07-11,1937.10,174842,1930.80,1944.50,1929.80
134,2023-07-10,1931.00,195109,1930.70,1933.70,1918.00
135,2023-07-07,1932.50,208113,1916.60,1941.10,1915.40
136,2023-07-06,1915.40,226527,1922.40,1934.00,1908.50
137,2023-07-05,1927.10,242943,1929.10,1942.90,1922.10
138,2023-07-03,1929.50,150176,1927.80,1939.90,1917.70
139,2023-06-30,1929.40,174877,1916.40,1930.80,1908.10
140,2023-06-29,1917.90,200268,1916.50,1921.30,1900.60
141,2023-06-28,1922.20,155119,1923.10,1926.10,1911.40
142,2023-06-27,1923.80,177006,1932.70,1940.30,1919.80
143,2023-06-26,1933.80,145419,1936.30,1943.40,1931.10
144,2023-06-23,1929.60,181273,1923.50,1949.00,1919.50
145,2023-06-22,1923.70,165183,1943.30,1945.10,1922.00
146,2023-06-21,1944.90,176555,1948.00,1950.40,1929.30
147,2023-06-20,1947.70,244367,1970.70,1971.80,1940.80
148,2023-06-16,1971.20,157636,1970.30,1980.40,1965.40
149,2023-06-15,1970.70,258559,1955.70,1972.80,1936.10
150,2023-06-14,1968.90,195705,1957.20,1973.90,1952.50
151,2023-06-13,1958.60,194386,1971.40,1985.90,1953.00
152,2023-06-12,1969.70,119121,1975.60,1981.40,1963.10
153,2023-06-09,1977.20,127618,1980.50,1987.80,1971.00
154,2023-06-08,1978.60,186811,1956.20,1985.70,1955.20
155,2023-06-07,1958.40,186154,1980.00,1986.50,1955.40
156,2023-06-06,1965.50,164,1960.80,1965.00,1958.80
157,2023-06-05,1958.00,713,1947.50,1961.90,1937.80
158,2023-06-02,1952.40,356,1977.10,1982.50,1947.40
159,2023-06-01,1978.00,750,1963.20,1983.00,1954.30
160,2023-05-31,1963.90,5710,1958.20,1973.00,1953.00
161,2023-05-30,1958.00,37838,1942.70,1962.60,1931.00
162,2023-05-26,1944.30,163026,1941.70,1957.10,1936.00
163,2023-05-25,1943.70,247078,1959.50,1965.40,1939.00
164,2023-05-24,1964.60,225889,1977.30,1987.90,1958.40
165,2023-05-23,1974.50,207433,1973.90,1980.00,1955.80
166,2023-05-22,1977.20,161997,1979.40,1981.10,1973.40
167,2023-05-19,1981.60,228720,1960.50,1987.40,1956.30
168,2023-05-18,1959.80,221594,1985.60,1988.80,1954.40
169,2023-05-17,1984.90,200251,1993.00,1997.00,1978.10
170,2023-05-16,1993.00,224203,2021.30,2022.70,1989.10
171,2023-05-15,2022.70,159252,2013.40,2027.50,2011.20
172,2023-05-12,2019.80,214111,2020.50,2027.80,2005.70
173,2023-05-11,2020.50,275846,2036.80,2047.60,2016.70
174,2023-05-10,2037.10,242839,2041.60,2056.00,2028.30
175,2023-05-09,2042.90,181949,2028.40,2045.10,2026.40
176,2023-05-08,2033.20,164088,2024.60,2037.10,2022.00
177,2023-05-05,2024.80,261252,2058.00,2061.30,2007.00
178,2023-05-04,2055.70,304106,2054.70,2085.40,2038.50
179,2023-05-03,2037.00,223500,2026.40,2050.00,2016.00
180,2023-05-02,2023.30,238278,1990.50,2028.80,1986.90
181,2023-05-01,1992.20,169545,2000.20,2015.40,1985.70
182,2023-04-28,1999.10,166935,1997.20,2004.10,1984.40
183,2023-04-27,1999.00,198056,1999.80,2013.30,1982.00
184,2023-04-26,1996.00,231110,2007.70,2020.20,1993.70
185,2023-04-25,2004.50,214107,1999.40,2014.50,1986.20
186,2023-04-24,1999.80,136854,1992.00,2001.50,1984.40
187,2023-04-21,1990.50,205700,2016.10,2016.80,1982.30
188,2023-04-20,2019.10,158915,2007.70,2024.20,2002.20
189,2023-04-19,2007.30,214273,2017.90,2020.30,1980.90
190,2023-04-18,2019.70,160716,2007.90,2024.60,2003.30
191,2023-04-17,2007.00,178631,2014.10,2028.00,1993.40
192,2023-04-14,2015.80,259581,2054.70,2061.60,2006.00
193,2023-04-13,2055.30,190641,2029.50,2063.40,2028.30
194,2023-04-12,2024.90,220798,2019.10,2043.90,2015.70
195,2023-04-11,2019.00,122902,2007.00,2022.50,2003.70
196,2023-04-10,2003.80,133204,2008.60,2021.50,1996.50
197,2023-04-06,2026.40,145401,2037.10,2037.70,2016.50
198,2023-04-05,2020.90,525,2022.10,2033.80,2013.60
199,2023-04-04,2022.20,811,1984.60,2027.10,1979.00
200,2023-04-03,1983.90,737,1968.10,1991.70,1950.00
201,2023-03-31,1969.00,957,1981.30,1986.80,1968.00
202,2023-03-30,1980.30,9979,1965.90,1984.40,1954.90
203,2023-03-29,1966.90,87911,1975.40,1976.00,1959.50
204,2023-03-28,1973.50,181641,1957.80,1977.10,1949.90
205,2023-03-27,1953.80,202321,1982.60,1984.00,1945.00
206,2023-03-24,1983.80,276299,1996.10,2006.50,1977.70
207,2023-03-23,1995.90,257040,1974.00,2006.10,1967.30
208,2023-03-22,1949.60,240155,1943.50,1982.30,1936.50
209,2023-03-21,1941.10,242914,1983.10,1988.70,1938.60
210,2023-03-20,1999.70,66038,2008.60,2031.70,1987.00
211,2023-03-17,1990.20,63433,1942.70,2010.40,1939.10
212,2023-03-16,1923.00,242983,1922.80,1938.00,1911.50
213,2023-03-15,1931.30,376775,1908.20,1942.50,1889.50
214,2023-03-14,1910.90,254442,1919.40,1919.40,1899.80
215,2023-03-13,1916.50,426262,1877.10,1919.50,1875.70
216,2023-03-10,1867.20,319696,1835.10,1874.30,1830.00
217,2023-03-09,1834.60,207702,1818.00,1839.40,1815.40
218,2023-03-08,1818.60,186948,1818.00,1828.70,1813.40
219,2023-03-07,1820.00,225479,1852.60,1856.90,1817.10
220,2023-03-06,1852.40,130994,1861.00,1864.30,1850.60
221,2023-03-03,1854.60,152535,1842.10,1864.40,1842.00
222,2023-03-02,1840.50,135493,1843.80,1845.30,1835.90
223,2023-03-01,1845.40,179501,1834.00,1852.50,1829.60
224,2023-02-28,1836.70,175222,1823.90,1838.60,1810.80
225,2023-02-27,1824.90,127138,1818.00,1827.30,1812.00
226,2023-02-24,1817.10,162961,1829.70,1835.10,1815.50
227,2023-02-23,1826.80,174152,1834.70,1841.20,1824.80
228,2023-02-22,1841.50,137955,1843.70,1855.00,1831.90
229,2023-02-21,1842.50,205256,1850.50,1856.40,1839.00
230,2023-02-17,1850.20,161154,1845.70,1853.10,1827.70
231,2023-02-16,1851.80,163521,1846.50,1854.90,1836.60
232,2023-02-15,1845.30,165570,1865.10,1870.90,1839.30
233,2023-02-14,1865.40,209831,1864.10,1881.60,1852.50
234,2023-02-13,1863.50,127343,1876.70,1877.20,1860.80
235,2023-02-10,1874.50,150144,1873.50,1883.50,1863.50
236,2023-02-09,1878.50,177874,1888.30,1902.30,1870.20
237,2023-02-08,1890.70,126260,1885.10,1898.90,1881.40
238,2023-02-07,1884.80,172946,1880.30,1897.20,1877.50
239,2023-02-06,1879.50,158761,1878.00,1894.00,1873.20
240,2023-02-03,1876.60,296669,1926.30,1932.40,1874.50
241,2023-02-02,1930.80,242931,1967.10,1975.20,1925.60
242,2023-02-01,1942.80,205037,1944.00,1970.80,1936.10
243,2023-01-31,1945.30,189046,1938.60,1946.90,1915.50
244,2023-01-30,1939.20,134362,1944.00,1950.10,1936.20
245,2023-01-27,1945.60,142448,1945.80,1952.10,1933.00
246,2023-01-26,1946.70,127736,1965.00,1966.50,1935.10
247,2023-01-25,1959.40,81544,1955.20,1966.30,1937.50
248,2023-01-24,1952.20,82356,1948.90,1960.50,1935.00
249,2023-01-23,1945.40,55696,1948.00,1953.30,1929.20
250,2023-01-20,1928.20,161073,1933.70,1939.00,1922.00
251,2023-01-19,1923.90,204470,1907.00,1936.90,1902.00
252,2023-01-18,1907.00,209782,1911.10,1929.80,1898.60
253,2023-01-17,1909.90,253693,1923.80,1931.80,1906.20
254,2023-01-13,1921.70,226750,1898.80,1925.30,1895.10
255,2023-01-12,1898.80,243497,1879.70,1906.50,1872.40
256,2023-01-11,1878.90,201761,1881.30,1890.90,1870.90
257,2023-01-10,1876.50,150115,1875.70,1885.20,1872.00
258,2023-01-09,1877.80,183869,1872.80,1886.40,1869.30
259,2023-01-06,1869.70,208187,1835.90,1875.20,1835.20
260,2023-01-05,1840.60,177851,1861.20,1864.30,1829.90
261,2023-01-04,1859.00,193760,1845.20,1871.30,1842.00
262,2023-01-03,1846.10,206818,1831.80,1856.60,1831.30
263,2022-12-30,1826.20,103926,1821.80,1832.40,1819.80
264,2022-12-29,1826.00,103283,1812.30,1827.30,1811.20
265,2022-12-28,1815.80,110705,1822.40,1822.80,1804.20
266,2022-12-27,1823.10,156189,1808.20,1841.90,1808.00
267,2022-12-23,1804.20,100413,1801.00,1812.20,1798.90
268,2022-12-22,1795.30,168989,1823.80,1829.30,1792.70
269,2022-12-21,1823.90,103269,1827.90,1833.80,1821.30
270,2022-12-20,1825.40,191823,1796.80,1832.40,1793.70
271,2022-12-19,1797.70,84087,1801.60,1808.60,1793.20
272,2022-12-16,1800.20,126360,1786.90,1804.20,1783.90
273,2022-12-15,1787.80,179653,1818.70,1819.70,1782.00
274,2022-12-14,1818.70,140490,1822.60,1825.40,1806.20
275,2022-12-13,1825.50,222725,1792.30,1836.90,1791.80
276,2022-12-12,1792.30,105314,1808.00,1809.30,1789.00
277,2022-12-09,1810.70,145372,1801.90,1819.00,1800.10
278,2022-12-08,1801.50,111761,1799.50,1806.90,1793.20
279,2022-12-07,1798.00,149600,1783.30,1803.20,1780.50
280,2022-12-06,1782.40,123344,1780.80,1793.20,1779.10
281,2022-12-05,1781.30,175905,1810.50,1822.90,1778.10
282,2022-12-02,1809.60,177152,1817.00,1818.70,1791.80
283,2022-12-01,1815.20,219246,1783.10,1818.40,1782.90
284,2022-11-30,1759.90,183177,1763.40,1784.20,1758.20
285,2022-11-29,1763.70,125501,1754.60,1773.40,1752.90
286,2022-11-28,1755.30,126938,1771.10,1778.50,1753.30
287,2022-11-25,1768.80,62238,1765.20,1776.00,1760.60
288,2022-11-23,1760.40,72154,1755.60,1769.70,1733.50
289,2022-11-22,1754.80,57764,1755.40,1765.80,1752.40
290,2022-11-21,1754.60,64912,1766.60,1769.70,1748.80
291,2022-11-18,1769.00,29695,1777.60,1784.50,1764.00
292,2022-11-17,1763.00,164553,1777.00,1777.60,1756.60
293,2022-11-16,1775.80,191870,1782.00,1788.20,1773.40
294,2022-11-15,1774.70,276828,1774.00,1791.80,1770.20
295,2022-11-14,1774.20,184022,1769.40,1778.40,1755.80
296,2022-11-11,1774.20,182646,1758.30,1775.60,1750.30
297,2022-11-10,1753.70,284865,1709.70,1760.60,1705.50
298,2022-11-09,1715.80,221627,1715.20,1725.80,1705.10
299,2022-11-08,1716.00,276996,1678.00,1720.40,1667.10
300,2022-11-07,1680.50,170491,1678.60,1685.60,1670.00
301,2022-11-04,1685.70,279525,1631.70,1686.40,1631.10
302,2022-11-03,1637.70,241648,1639.10,1643.20,1618.30
303,2022-11-02,1651.00,215445,1651.40,1673.10,1637.40
304,2022-11-01,1636.40,193178,1636.10,1660.30,1633.60
305,2022-10-31,1648.30,124445,1647.20,1648.50,1634.50
306,2022-10-28,1648.30,186519,1667.20,1670.90,1640.70
307,2022-10-27,1668.80,180599,1668.80,1674.80,1658.50
308,2022-10-26,1669.20,183453,1657.70,1679.40,1653.80
309,2022-10-25,1658.00,178706,1654.50,1666.80,1641.20
310,2022-10-24,1654.10,167448,1662.90,1675.50,1648.00
311,2022-10-21,1656.30,265985,1632.40,1663.10,1621.10
312,2022-10-20,1636.80,159797,1634.60,1650.30,1626.30
313,2022-10-19,1634.20,172551,1657.20,1659.80,1632.20
315,2022-10-17,1664.00,144374,1649.90,1674.30,1649.10
318,2022-10-12,1677.50,127689,1673.40,1685.10,1668.00
319,2022-10-11,1686.00,166065,1675.60,1691.30,1667.50
320,2022-10-10,1675.20,152626,1703.40,1707.40,1672.50
321,2022-10-07,1709.30,153813,1721.00,1722.80,1698.40
322,2022-10-06,1720.90,134333,1725.50,1734.20,1714.80
323,2022-10-05,1720.80,168000,1734.40,1736.60,1708.80
324,2022-10-04,1730.50,199426,1708.40,1738.70,1704.00
325,2022-10-03,1702.00,207858,1670.50,1710.40,1666.50
326,2022-09-30,1672.00,173144,1669.50,1684.40,1667.50
327,2022-09-29,1668.60,196633,1669.00,1673.10,1649.30
328,2022-09-28,1670.00,270952,1636.50,1671.60,1622.20
329,2022-09-27,1636.20,192565,1629.20,1650.10,1628.70
330,2022-09-26,1633.40,213873,1651.00,1657.20,1627.70
331,2022-09-23,1655.60,236570,1680.10,1685.00,1646.60
332,2022-09-22,1681.10,232407,1682.80,1693.50,1663.30
333,2022-09-21,1675.70,221902,1673.20,1696.90,1661.30
334,2022-09-20,1671.10,140765,1684.90,1688.80,1668.10
335,2022-09-19,1678.20,138336,1685.40,1688.80,1667.60
336,2022-09-16,1683.50,209506,1673.70,1689.90,1661.90
337,2022-09-15,1677.30,257001,1707.20,1707.80,1668.90
338,2022-09-14,1709.10,159797,1711.60,1717.30,1703.30
339,2022-09-13,1717.40,228966,1736.00,1742.90,1706.70
340,2022-09-12,1740.60,152588,1728.40,1746.40,1722.30
341,2022-09-09,1728.60,151576,1719.60,1740.50,1719.40
342,2022-09-08,1720.20,182302,1729.50,1739.40,1713.70
343,2022-09-07,1727.80,169690,1712.90,1731.20,1701.70
344,2022-09-06,1712.90,202021,1724.20,1737.40,1710.60
345,2022-09-02,1722.60,171140,1707.80,1729.50,1705.90
346,2022-09-01,1709.30,192532,1723.00,1723.00,1699.10
347,2022-08-31,1726.20,169549,1735.50,1738.00,1720.60
348,2022-08-30,1736.30,126018,1749.80,1752.80,1732.90
349,2022-08-29,1749.70,151838,1748.40,1757.90,1731.40
350,2022-08-26,1749.80,169654,1771.80,1772.30,1746.20
351,2022-08-25,1771.40,114539,1764.40,1778.80,1763.00
352,2022-08-24,1761.50,111405,1761.30,1769.50,1754.80
353,2022-08-23,1761.20,140603,1750.00,1767.50,1743.10
354,2022-08-22,1748.40,137883,1760.60,1762.10,1740.20
355,2022-08-19,1762.90,133714,1773.10,1773.30,1759.10
356,2022-08-18,1771.20,119686,1777.10,1786.30,1768.80
357,2022-08-17,1776.70,134521,1790.80,1796.60,1773.90
358,2022-08-16,1789.70,90514,1795.50,1798.00,1785.40
359,2022-08-15,1798.10,134361,1818.90,1818.90,1787.60
360,2022-08-12,1815.50,114600,1805.20,1819.10,1799.60
361,2022-08-11,1807.20,115221,1807.90,1814.90,1798.60
362,2022-08-10,1813.70,151584,1811.50,1824.60,1803.30
363,2022-08-09,1812.30,117689,1805.50,1817.00,1799.40
364,2022-08-08,1805.20,101477,1790.30,1806.40,1786.90
365,2022-08-05,1791.20,164173,1807.70,1811.60,1780.20
366,2022-08-04,1806.90,146208,1782.10,1812.00,1779.40
367,2022-08-03,1776.40,147085,1777.30,1789.40,1770.00
368,2022-08-02,1789.70,169496,1789.20,1805.00,1776.00
369,2022-08-01,1787.70,131463,1782.50,1792.50,1774.30
370,2022-07-29,1781.80,136893,1773.10,1784.60,1768.40
371,2022-07-28,1769.20,186813,1751.40,1774.40,1750.40
372,2022-07-27,1737.50,114058,1733.10,1758.20,1727.00
373,2022-07-26,1735.70,84467,1735.90,1744.30,1729.60
374,2022-07-25,1737.10,73873,1744.00,1752.50,1730.90
375,2022-07-22,1745.30,70482,1735.30,1755.90,1729.80
376,2022-07-21,1731.30,56532,1711.50,1737.30,1696.10
377,2022-07-20,1717.70,47329,1727.00,1730.40,1707.80
378,2022-07-19,1728.10,23419,1725.20,1734.20,1720.70
379,2022-07-18,1710.20,144409,1706.40,1722.00,1704.40
380,2022-07-15,1703.60,172240,1708.20,1714.20,1696.60
381,2022-07-14,1705.80,242301,1733.60,1734.80,1695.00
382,2022-07-13,1735.50,269477,1723.60,1744.30,1704.50
383,2022-07-12,1724.80,230448,1731.30,1742.20,1721.60
384,2022-07-11,1731.70,151802,1741.50,1743.00,1729.00
385,2022-07-08,1742.30,166939,1738.70,1751.70,1726.00
386,2022-07-07,1739.70,143028,1737.20,1748.20,1734.70
387,2022-07-06,1736.50,249079,1764.20,1771.50,1730.70
388,2022-07-05,1763.90,293094,1814.40,1815.20,1763.00
389,2022-07-01,1801.50,238651,1808.10,1813.60,1783.40
390,2022-06-30,1807.30,196788,1819.20,1826.80,1802.50
391,2022-06-29,1817.50,147761,1821.40,1834.90,1810.70
392,2022-06-28,1821.20,103812,1823.60,1830.90,1819.10
393,2022-06-27,1824.80,135496,1839.60,1842.80,1821.80
394,2022-06-24,1830.30,134283,1824.20,1833.70,1817.70
395,2022-06-23,1829.80,159259,1839.70,1829.10,1824.00
396,2022-06-22,1838.40,142428,1834.90,1850.30,1824.50
397,2022-06-21,1838.80,171831,1840.60,1848.40,1830.70
398,2022-06-17,1840.60,137967,1859.30,1861.50,1836.10
399,2022-06-16,1849.90,173720,1835.80,1860.20,1816.30
400,2022-06-15,1819.60,198265,1809.70,1845.40,1808.40
401,2022-06-14,1813.50,155376,1820.90,1833.30,1806.10
402,2022-06-13,1831.80,243512,1879.00,1882.50,1819.00
403,2022-06-10,1875.50,258683,1850.40,1879.60,1826.50
404,2022-06-09,1852.80,123946,1855.10,1857.80,1841.90
405,2022-06-08,1856.50,110022,1855.00,1862.40,1846.60
406,2022-06-07,1852.10,115125,1843.50,1858.20,1838.50
407,2022-06-06,1843.70,95742,1853.70,1861.20,1843.00
408,2022-06-03,1850.20,110502,1872.60,1878.60,1849.70
409,2022-06-02,1871.40,123196,1849.90,1874.40,1846.50
410,2022-06-01,1848.70,152568,1840.00,1853.00,1830.20
411,2022-05-31,1848.40,191376,1856.50,1867.90,1837.60
412,2022-05-27,1857.30,119997,1855.10,1866.90,1851.90
413,2022-05-26,1853.90,88345,1857.90,1859.00,1842.50
414,2022-05-25,1852.50,95996,1871.20,1872.70,1845.00
415,2022-05-24,1871.40,69225,1858.60,1875.00,1853.90
416,2022-05-23,1853.90,57586,1850.90,1870.40,1849.70
417,2022-05-20,1848.40,40522,1847.40,1854.00,1837.30
418,2022-05-19,1847.80,36782,1821.30,1854.50,1814.90
419,2022-05-18,1822.40,33301,1820.20,1829.30,1811.70
420,2022-05-17,1818.90,134758,1823.90,1834.80,1811.00
421,2022-05-16,1814.00,156521,1809.40,1826.00,1785.00
422,2022-05-13,1808.20,172127,1821.40,1827.60,1797.20
423,2022-05-12,1824.60,230455,1852.30,1858.80,1820.10
424,2022-05-11,1853.70,219335,1836.60,1857.80,1830.60
425,2022-05-10,1841.00,235122,1853.90,1864.70,1834.50
426,2022-05-09,1858.60,194520,1883.70,1885.60,1851.00
427,2022-05-06,1882.80,165627,1877.50,1894.00,1865.00
428,2022-05-05,1875.70,212206,1884.10,1910.70,1872.30
429,2022-05-04,1868.80,155972,1868.30,1892.00,1861.10
430,2022-05-03,1870.60,161150,1863.60,1878.40,1849.70
431,2022-05-02,1863.60,186052,1896.20,1900.40,1853.40
432,2022-04-29,1911.70,169590,1895.80,1921.30,1893.50
433,2022-04-28,1891.30,166979,1886.80,1897.80,1870.90
434,2022-04-27,1888.70,168759,1907.40,1908.10,1881.60
435,2022-04-26,1904.10,159198,1899.80,1912.20,1896.30
436,2022-04-25,1896.00,222175,1931.90,1935.50,1891.80
437,2022-04-22,1934.30,172335,1953.10,1957.80,1928.00
